,Step,Value
0,5,12.98704243
1,18,13.02521054085
2,24,13.064747211695751
3,40,13.085998278037271
4,42,13.151270133747087
5,45,13.203694487178351
6,53,13.236468901492461
7,56,13.243662330434999
8,71,13.247810635032824
9,74,13.258419607157661
10,94,13.288677515971873
11,102,13.326324809492014
12,106,13.382522842044555
13,126,13.425697355534332
14,139,13.44834224710666
15,155,13.464400115471127
16,158,13.518619643593771
17,167,13.524862786125802
18,178,13.589339645595173
19,183,13.581703311117197
20,185,13.602186184411611
21,186,13.613595343189552
22,190,13.603743037073603
23,207,13.600472122738235
24,229,13.658046496674544
25,234,13.666817750441172
26,249,13.659857276938967
27,255,13.697140199204272
28,260,13.679076069958251
29,267,13.67447711445846
30,271,13.651203028866167
31,273,13.663311555721837
32,292,13.667677640893228
33,308,13.683321796638761
34,310,13.723459627205568
35,318,13.71438284401954
36,330,13.701851836699442
37,339,13.730079428265945
38,347,13.760346334224616
39,363,13.746451495353494
40,367,13.791096465676727
41,421,13.788054493648342
42,422,13.776403006180102
43,439,13.8275652511992
44,442,13.865544515193204
45,445,13.858379497067236
46,460,13.894356783681902
47,463,13.913753884813492
48,464,13.924215270589423
49,474,13.935211469486477
50,491,13.956233358689044
51,493,13.980866673995598
52,514,14.01297419287562
53,517,14.004909534561241
54,531,14.028266487138435
55,536,14.008617450902742
56,563,14.027607681198228
57,573,14.029885004192238
58,579,14.062410835921277
59,581,14.059480683491671
60,586,14.056949636524214
61,587,14.091113445241593
62,602,14.100978198165384
63,620,14.125655096574556
64,622,14.151905311541684
65,634,14.141579921383975
66,641,14.132413350227056
67,642,14.21549353012592
68,644,14.279111039275291
69,647,14.317470027378913
70,649,14.330159048242018
71,661,14.31697115410081
72,671,14.318560789280305
73,683,14.310730039783904
74,688,14.292853857884984
75,714,14.267869934320558
76,718,14.260928000748955
77,722,14.304085230945208
78,723,14.309702022290484
79,730,14.292731439779033
80,739,14.277133623480136
81,743,14.298382099212736
82,747,14.289947754416671
83,752,14.268071236849588
84,756,14.33146577826534
85,765,14.331488804424014
86,769,14.294399705946894
87,771,14.33681966181716
88,773,14.327138131758073
89,780,14.31057885424928
90,785,14.293222265228035
91,787,14.276304341151896
92,792,14.309591379496135
93,794,14.374712209598654
94,798,14.39727218510066
95,802,14.421016844125155
96,808,14.46792916065453
97,809,14.502787896251256
98,832,14.48791282607
99,836,14.52037908658965
100,869,14.5313355789067
101,876,14.517657372762168
102,882,14.504718453248357
103,896,14.502831600732115
104,900,14.487876532378456
105,907,14.471573800766564
106,909,14.46318022716273
107,915,14.446544424576917
108,917,14.442583606454033
109,931,14.507201542821761
110,932,14.501981118357651
111,942,14.484750481965863
112,945,14.495119927206034
113,954,14.507094486620003
114,958,14.496992528786903
115,962,14.477462230392968
116,971,14.524587238791003
117,972,14.545112019097049
118,978,14.596674579251564
119,979,14.592758551005305
120,984,14.612788599400279
121,996,14.649246178903278
122,1002,14.661267339208761
123,1005,14.661599398762718
124,1014,14.652073225868904
125,1025,14.69315990753956
126,1044,14.696420969001863
127,1057,14.677810747556855
128,1063,14.678619715719071
129,1066,14.679257054590476
130,1068,14.717954847367523
131,1072,14.703827639530685
132,1078,14.679232832998032
133,1083,14.682425800183042
134,1093,14.699929198532127
135,1099,14.718322433939466
136,1104,14.75077317826977
137,1114,14.73610227347842
138,1119,14.770114566461027
139,1156,14.749965213178722
140,1160,14.756543374762828
141,1161,14.749571103689012
142,1162,14.758069418220568
143,1180,14.781074925679466
144,1192,14.776323861301067
145,1193,14.768516184194562
146,1199,14.75504120182359
147,1206,14.73962900906447
148,1232,14.736004869169149
149,1234,14.741449686523303
150,1244,14.791051811940687
151,1255,14.820529971130984
152,1258,14.814750747525329
153,1261,14.870697745737703
154,1281,14.868254137659015
155,1287,14.89934101907072
156,1294,14.945775386225366
157,1300,14.95176276639424
158,1310,14.934810449162267
159,1316,14.923254768866457
160,1319,14.967354630072125
161,1330,14.945205854721763
162,1333,14.935446484998154
163,1336,14.928846454423164
164,1337,14.914436907101049
165,1385,14.968874293665543
