,Step,Value
0,5,15.202253341674805
1,18,15.224515552520753
2,24,15.227413360500337
3,40,15.220456000271321
4,42,15.23733207377033
5,45,15.276279585841054
6,53,15.275708639419417
7,56,15.3018347978367
8,71,15.353422004081281
9,74,15.36168788165548
10,94,15.348290039094737
11,102,15.354590705064425
12,106,15.348684217107644
13,126,15.364191228990245
14,139,15.344875012606646
15,155,15.357087605393344
16,158,15.351796579788557
17,167,15.400778678127407
18,178,15.42664195888533
19,183,15.406946312033408
20,185,15.388322596937476
21,186,15.354285480145721
22,190,15.330016327258237
23,207,15.312932819718625
24,229,15.296909628055031
25,234,15.268740361782736
26,249,15.279276714447699
27,255,15.253163352802341
28,260,15.269321890591552
29,267,15.290257128138716
30,271,15.30714477072068
31,273,15.291616899421397
32,292,15.272819532888462
33,308,15.256678251691305
34,310,15.28150052182506
35,318,15.3066935136007
36,330,15.325533085278304
37,339,15.35941895439781
38,347,15.360635856703764
39,363,15.409284299429522
40,367,15.403543095675294
41,421,15.458177392068256
42,422,15.45080640600208
43,439,15.475991615381371
44,442,15.518319279832541
45,445,15.502338229545439
46,460,15.469366457297248
47,463,15.439957638087545
48,464,15.426645760740003
49,474,15.440338576018945
50,491,15.439306826948359
51,493,15.425546371838886
52,514,15.449409297786088
53,517,15.50001203996293
54,531,15.513715936367118
55,536,15.561077862437847
56,563,15.56621552160283
57,573,15.585042120691593
58,579,15.603042021858764
59,581,15.608284773022664
60,586,15.58195405014632
61,587,15.567951612315937
62,602,15.562164862333885
63,620,15.581230821393188
64,622,15.612187992405241
65,634,15.64278019727964
66,641,15.63770353193472
67,642,15.674381948097679
68,644,15.699395820599012
69,647,15.683848246212508
70,649,15.657747802092956
71,661,15.669074532061375
72,671,15.706378678367743
73,683,15.723198109057325
74,688,15.706929001332169
75,714,15.72283446367109
76,718,15.701009713387952
77,722,15.76017172948776
78,723,15.742164132368337
79,730,15.748260040069534
80,739,15.712535640885422
81,743,15.691880286518275
82,747,15.680558302878959
83,752,15.708399398312197
84,756,15.699492320487202
85,765,15.706059174680664
86,769,15.684606525062755
87,771,15.66380450417145
88,773,15.659258369834188
89,780,15.643764826665132
90,785,15.611994576597967
91,787,15.615202961945569
92,792,15.614649162979042
93,794,15.602863129535972
94,798,15.615519924041491
95,802,15.615159199497578
96,808,15.624337050350675
97,809,15.63373522059819
98,832,15.64984033104
99,836,15.657817335210606
100,869,15.662764084563605
101,876,15.672653856441203
102,882,15.699370552750427
103,896,15.717650662266948
104,900,15.701748218091051
