Wall time,Step,Value
1666866078,5,12.98704243
1666866079,18,20.6206646
1666866079,24,20.93254471
1666866080,40,17.31496048
1666866080,42,26.14036942
1666866081,45,23.63614082
1666866082,53,19.75857735
1666866083,56,14.67515469
1666866086,71,14.07332325
1666866087,74,15.36960506
1666866092,94,19.31000137
1666866094,102,20.81813622
1666866095,106,24.56593132
1666866099,126,22.01742554
1666866102,139,17.95467567
1666866105,155,16.65991592
1666866106,158,24.30830574
1666866108,167,14.76724815
1666866110,178,26.42023468
1666866111,183,12.06207275
1666866112,185,17.67827797
1666866112,186,15.88401794
1666866115,190,11.64313412
1666866119,207,12.94956017
1666866124,229,25.11534691
1666866125,234,15.41229725
1666866128,249,12.27472305
1666866129,255,21.11644173
1666866130,260,10.08431435
1666866132,267,12.75928497
1666866133,271,9.019659996
1666866133,273,16.0729084
1666866138,292,14.53652859
1666866141,308,16.79650879
1666866141,310,21.71088791
1666866143,318,11.90810299
1666866145,330,11.20818138
1666866147,339,19.34737015
1666866149,347,19.78346062
1666866152,363,10.98137856
1666866153,367,22.67544556
1666866164,421,13.18270206
1666866164,422,11.457757
1666866167,439,24.00885201
1666866168,442,21.42341805
1666866169,445,12.43254089
1666866172,460,21.05383682
1666866173,463,17.77377701
1666866173,464,16.00603104
1666866175,474,16.12345505
1666866178,491,18.13958931
1666866179,493,18.88289642
1666866184,514,20.40237045
1666866184,517,12.40004253
1666866187,531,18.67630005
1666866188,536,10.09845924
1666866194,563,17.80666351
1666866196,573,14.48307228
1666866198,579,20.53505135
1666866198,581,13.47638035
1666866199,586,13.55327129
1666866199,587,20.88971138
1666866203,602,16.06406403
1666866206,620,19.03635788
1666866207,622,19.37569809
1666866210,634,12.08682728
1666866211,641,12.30826569
1666866211,642,30.74844933
1666866212,644,26.93899536
1666866213,647,21.95090866
1666866213,649,16.8552742
1666866216,661,11.69258022
1666866218,671,14.63489819
1666866221,683,12.75241089
1666866222,688,10.73549366
1666866228,714,9.296069145
1666866229,718,12.87948322
1666866230,722,22.89237404
1666866230,723,15.4274435
1666866232,730,10.91558552
1666866234,739,11.17316818
1666866234,743,18.52682877
1666866235,747,12.61151314
1666866236,752,9.914644241
1666866237,756,26.94697952
1666866239,765,14.33607101
1666866240,769,6.913669109
1666866240,771,22.77839088
1666866241,773,12.40051365
1666866242,780,11.01528263
1666866244,785,10.83926105
1666866244,787,10.90963745
1666866245,792,20.93371201
1666866245,794,27.3337574
1666866246,798,18.88670731
1666866247,802,19.14620399
1666866248,808,23.80348015
1666866249,809,21.43967628
1666866253,832,11.52777386
1666866254,836,20.98116493
1666866261,869,16.71167755
1666866263,876,11.79569435
1666866264,882,11.92987347
1666866267,896,14.12734795
1666866268,900,11.51181793
1666866269,907,11.22733021
1666866269,909,12.79285908
1666866271,915,11.13601971
1666866271,917,13.6543808
1666866274,931,27.36617088
1666866274,932,13.46311665
1666866276,942,11.05585384
1666866277,945,16.55863953
1666866279,954,16.89003181
1666866280,958,12.48670292
1666866280,962,10.59093285
1666866282,971,23.90246391
1666866282,972,18.6295433
1666866284,978,24.85762405
1666866284,979,13.81346893
1666866285,984,18.59876823
1666866287,996,21.9043045
1666866289,1002,17.05347824
1666866289,1005,14.72767925
1666866291,1014,12.75636482
1666866293,1025,22.86940956
1666866297,1044,15.3453722
1666866300,1057,10.97437668
1666866301,1063,14.83960438
1666866302,1066,14.80608749
1666866302,1068,22.41881561
1666866303,1072,11.89251328
1666866305,1078,9.784866333
1666866306,1083,15.31782627
1666866308,1093,18.18310547
1666866309,1099,18.37857628
