,Step,Value
0,5,13.08424187
1,18,13.088051062659998
2,24,13.165572219762758
3,40,13.27429036818608
4,42,13.363376862491474
5,45,13.527582486556595
6,53,13.602199116524803
7,56,13.699543379953456
8,71,13.865744241354108
9,74,14.02064179687515
10,94,13.957900594618899
11,102,14.097518802514234
12,106,14.171440923339034
13,126,14.273798555312288
14,139,14.395502948397915
15,155,14.531450293520344
16,158,14.637600987071059
17,167,14.544078878712064
18,178,14.571818898730095
19,183,14.689273929167873
20,185,14.789243986219525
21,186,14.877241550332451
22,190,14.956020196707797
23,207,15.060460960453888
24,229,15.150626256227534
25,234,15.27889913766035
26,249,15.369513215093104
27,255,15.5053281702418
28,260,15.612319818078415
29,267,15.590652367965317
30,271,15.605119456153803
31,273,15.68438944490765
32,292,15.722125203878942
33,308,15.738726022324636
34,310,15.719153833712092
35,318,15.665596914300123
36,330,15.752993721639921
37,339,15.757403446796962
38,347,15.724971782261804
39,363,15.65973870033014
40,367,15.586337298545518
41,421,15.62500257304588
42,422,15.681117038963237
43,439,15.799580217797752
44,442,15.742617490468584
45,445,15.625861802476024
46,460,15.700524156641361
47,463,15.634968853588383
48,464,15.683733960418145
49,474,15.633970244452291
50,491,15.58555292830996
51,493,15.67584614645362
52,514,15.64910597430327
53,517,15.618495327883023
54,531,15.569373437752661
55,536,15.502523652404125
56,563,15.476570772130467
57,573,15.547481518300641
58,579,15.548581717284431
59,581,15.60003251266245
60,586,15.656444355245176
61,587,15.726847998691744
62,602,15.76400087349006
63,620,15.736304285221198
64,622,15.846685730168103
65,634,15.926396842485751
66,641,15.88027499255095
67,642,15.953003983815236
68,644,15.943254039641824
69,647,16.01269921320684
70,649,16.064533856301946
71,661,16.002988487013717
72,671,15.988065372975525
73,683,15.964561675653867
74,688,15.957973377634714
75,714,16.04323880182783
76,718,16.000698493502238
77,722,16.055532052653206
78,723,16.016224750036063
79,730,15.975048068195559
80,739,16.02002867046082
81,743,15.97773057839437
82,747,15.97029939605685
83,752,16.041316313132054
84,756,16.074588779728206
85,765,16.02678210473201
86,769,16.018415316865763
87,771,16.020697854229642
88,773,16.084020862030428
89,780,16.159153392622002
90,785,16.169331163265294
91,787,16.12550238185958
92,792,16.119018564773544
93,794,16.055748131186714
94,798,16.156117796230102
95,802,16.175533762922882
96,808,16.303983532021963
97,809,16.317947405273657
98,832,16.343618219599826
99,836,16.293183289325427
100,869,16.32727738125487
101,876,16.430591238457303
102,882,16.3653318858589
103,896,16.352911745176876
104,900,16.3215470514644
105,907,16.233881126103896
106,909,16.18347408275844
107,915,16.274739529159824
108,917,16.328422743511585
109,931,16.489477882182424
110,932,16.47242342291187
111,942,16.3937385797111
112,945,16.533274686215144
113,954,16.579185015488132
114,958,16.514720008511297
115,962,16.46082000251214
116,971,16.43695168863697
117,972,16.43258671489605
118,978,16.494137655747505
119,979,16.548688024687042
120,984,16.487546263521423
121,996,16.405608322632123
122,1002,16.344778984375274
123,1005,16.27911446455402
124,1014,16.389453722610266
125,1025,16.319762477033724
126,1044,16.267162951915253
127,1057,16.20380313508844
128,1063,16.135616313097202
129,1066,16.182976222013842
130,1068,16.17209853012565
131,1072,16.157476534763887
132,1078,16.247607487917193
133,1083,16.27077363542635
134,1093,16.223976439730382
135,1099,16.245072058474157
136,1104,16.31318511707552
137,1114,16.285028192236464
138,1119,16.26658116486515
139,1156,16.30093302443704
140,1160,16.406270213114922
141,1161,16.401937361051314
142,1162,16.314668329396593
143,1180,16.23878144350504
144,1192,16.27470087049597
145,1193,16.233529317549024
146,1199,16.213453995043338
147,1206,16.275019159332732
148,1232,16.402255522862074
149,1234,16.519039591202002
150,1244,16.461548990185175
151,1255,16.577571175762582
152,1258,16.558643729521908
153,1261,16.572183686868602
154,1281,16.55848313193244
155,1287,16.522309887385386
156,1294,16.55877660176199
157,1300,16.568497361877323
158,1310,16.48752467159104
159,1316,16.498766842508765
160,1319,16.533681353993643
161,1330,16.46222849749773
162,1333,16.501499306732764
